日期,总资产(元),累计收益率,每日收益率
2025-06-03,1000000.00,0.0000%,0.0000%
2025-06-04,1000000.00,0.0000%,0.0000%
2025-06-05,1000000.00,0.0000%,0.0000%
2025-06-06,1000000.00,0.0000%,0.0000%
2025-06-09,1000000.00,0.0000%,0.0000%
2025-06-10,1000000.00,0.0000%,0.0000%
2025-06-11,1000000.00,0.0000%,0.0000%
2025-06-12,1000000.00,0.0000%,0.0000%
2025-06-13,1000000.00,0.0000%,0.0000%
2025-06-16,1000000.00,0.0000%,0.0000%
2025-06-17,1000000.00,0.0000%,0.0000%
2025-06-18,1000000.00,0.0000%,0.0000%
2025-06-19,1000000.00,0.0000%,0.0000%
2025-06-20,1000000.00,0.0000%,0.0000%
2025-06-23,1000000.00,0.0000%,0.0000%
2025-06-24,1000000.00,0.0000%,0.0000%
2025-06-25,1000000.00,0.0000%,0.0000%
2025-06-26,1000000.00,0.0000%,0.0000%
2025-06-27,1000000.00,0.0000%,0.0000%
2025-06-30,1000000.00,0.0000%,0.0000%
2025-07-01,1000000.00,0.0000%,0.0000%
2025-07-02,1000000.00,0.0000%,0.0000%
2025-07-03,1000000.00,0.0000%,0.0000%
2025-07-04,1000000.00,0.0000%,0.0000%
2025-07-07,1000000.00,0.0000%,0.0000%
2025-07-08,1000000.00,0.0000%,0.0000%
2025-07-09,1000000.00,0.0000%,0.0000%
2025-07-10,1000000.00,0.0000%,0.0000%
2025-07-11,1000000.00,0.0000%,0.0000%
2025-07-14,1000000.00,0.0000%,0.0000%
2025-07-15,1000000.00,0.0000%,0.0000%
2025-07-16,1000000.00,0.0000%,0.0000%
2025-07-17,1000000.00,0.0000%,0.0000%
2025-07-18,1000000.00,0.0000%,0.0000%
2025-07-21,1000000.00,0.0000%,0.0000%
2025-07-22,1000000.00,0.0000%,0.0000%
2025-07-23,1000000.00,0.0000%,0.0000%
2025-07-24,1000000.00,0.0000%,0.0000%
2025-07-25,1000000.00,0.0000%,0.0000%
2025-07-28,1000000.00,0.0000%,0.0000%
2025-07-29,1000000.00,0.0000%,0.0000%
2025-07-30,1000000.00,0.0000%,0.0000%
2025-07-31,1000000.00,0.0000%,0.0000%
2025-08-01,1000000.00,0.0000%,0.0000%
